DOI,Printer ,Model,Bioink ,,,,,,,,,,,,Cell composition,,Needle ,,,Pressure ,,,,Temperature (°C),,,,Speed (mm/s),,Flow adjustment (s),,Crosslinking,,,,,,,,,,,Notes,
10.1002/adfm.201801850,Other,Custom Microextrusion Printer,Gelatin Methacrylated,7.5,wt%,,,,,,,,,,PCS‐201‐010 Primary Dermal Fibroblasys,10,Cylindrical,100,μm ,1,psi,0.5,psi,37,,,,3,1,,,,,,,,LAP,0.05 wt%,,,,,Hydrogels crosslinked with 0.05 wt% LAP as the photoinitiator,
10.1002/adfm.201801850,Other,Custom Microextrusion Printer,PEGDA,20,wt%,Polyethylene oxide,5.5,wt%,Glycerol,10,wt%,,,,,,Cylindrical,100,μm ,200,psi,80,psi,25,,,,3,1,,,,,,,,LAP,0.05 wt%,,,,,Hydrogels crosslinked with 0.05 wt% LAP as the photoinitiator. Other photoinitiators were used but LAP produced best results,
10.1002/adfm.201801850,Other,Custom Microextrusion Printer,Alginate,6,wt%,Methylcellulose,18,wt%,,,,,,,,,Cylindrical,100,μm ,200,psi,80,psi,25,,,,3,1,,,,CaCl2,,4,10,,,,,,,Alginate of different viscosities were tested,
10.1002/adfm.201801850,Other,Custom Microextrusion Printer,Loctite,100,wt%,,,,,,,,,,,,Cylindrical,100,μm ,200,psi,80,psi,25,,,,3,1,,,,,,,,,,,,,,The silicone was cured at ambient temperature for 5 hours,
10.1002/mabi.201900364,GeSiM,BioScaffolder 3.1,Gelatin Methacrylated,10,wt%,,,,,,,,,,,,Conical,150,μm ,120,kPa,,,30,,5,,10,,,,,,,,,,,,,,,,
10.1088/1758-5090/aa90e2,RegenHU,3D Discovery,Pluronic F127,30,wt%,,,,,,,,,,,,Cylindrical,330,μm ,200,kPa,160,kPa,25,,,,6,,,,,,,,,,,,,,,,
10.1088/1758-5090/aa90e2,RegenHU,3D Discovery,Pluronic F127,29,wt%,PEG,1,wt%,,,,,,,,,Cylindrical,330,μm ,170,kPa,130,kPa,25,,,,6,,,,,,,,,,,,,,,,
10.1088/1758-5090/aa90e2,RegenHU,3D Discovery,Pluronic F127,28,wt%,PEG,2,wt%,,,,,,,,,Cylindrical,330,μm ,150,kPa,120,kPa,25,,,,6,,,,,,,,,,,,,,,,
10.1088/1758-5090/aa90e2,RegenHU,3D Discovery,Pluronic F127,27,wt%,PEG,3,wt%,,,,,,,,,Cylindrical,330,μm ,120,kPa,90,kPa,25,,,,6,,,,,,,,,,,,,,,,
10.1088/1758-5090/aa90e2,RegenHU,3D Discovery,Pluronic F127,26,wt%,PEG,4,wt%,,,,,,,,,Cylindrical,330,μm ,90,kPa,70,kPa,25,,,,6,,,,,,,,,,,,,,,,
10.1088/1758-5090/aa90e2,RegenHU,3D Discovery,Pluronic F127,20,wt%,,,,,,,,,,,,Cylindrical,330,μm ,80,kPa,60,kPa,25,,,,6,,,,,,,,,,,,,,,,
10.1007/s10439-016-1704-5,regenHU,BioFactory,Alginate Sulfate,1,wt%,Nanocellulose,1.36,wt%,,,,,,,Primary Bovine Chondrocytes,6,Conical,413,μm ,6,kPa,,,,,,,,,,,,CaCl2,100 mM,,12,,,,,,,Post printing constructs were submerged for 12 min in 100 mM CaCl2,
10.1007/s10439-016-1704-5,regenHU,BioFactory,Alginate Sulfate,1,wt%,Nanocellulose,1.36,wt%,,,,,,,Primary Bovine Chondrocytes,6,Conical,260,μm ,6,kPa,,,,,,,,,,,,CaCl2,100 mM,,12,,,,,,,Post printing constructs were submerged for 12 min in 100 mM CaCl2,
10.1088/1758-5090/aaccbf,EnvisionTEC,Bioplotter,Alginate,2,wt%,,,,,,,,,,Human Adipose Derived Stem Cells,5,Cylindrical,300,μm ,10,bar,,,37,,,,12,,,,,CaCl2,2 wt%,,5,,,,,,,Post printing constructs were submerged in 2 wt% CaCl2 for 5 mins,
10.1007/978-1-0716-0611-7_6,Other,Pneumatic 3D Printer,Laponite,3,wt%,Alginate,3,wt%,Methylcellulose,3,wt%,,,,Skeletal Stem Cells,1,Conical,410,μm ,95,kPa,80,kPa,,,,,,,,,,,,,,,,,,,,,
10.1088/1758-5090/aa7e96,GeSiM,BioScaffolder 3.1,Laponite,3,wt%,Alginate,3,wt%,Methylcellulose,3,wt%,,,,Human mesenchymal stem cell,5,Conical,410,μm ,95,kPa,80,kPa,25,,,,10,8,,,,CaCl2,100 mM,,10,,,,,,,The MSCs used was a cell line expressing human telomerase reverse transcriptase. Post printing constructs were submerged for 10 min in 100 mM CaCl2,
10.3791/50632,regenHU,BioFactory,Pluronic F127,24.5,wt%,,,,,,,,,,,,Cylindrical,150,Gauge,1.5,bar,,,25,,,,1.25,,,,,,,,,,,,,,,,
10.1088/1758-5090/8/1/015019,Other ,Biopen,Gelatin Methacrylated,10,wt%,Hyaluronic Acid Methacrylated,2,wt%,,,,,,,,,Conical,860,μm ,165,kPa,140,kPa,25,,,,30,,,,,,,,,VA-086,0.05 wt%,,,,,The printing was done through a biopen with a collinear extrusion nozzle,
10.1021/acsbiomaterials.8b00416,regenHU,3D Discovery,Hyaluronic Acid Tyramine Functionalized,3.5,wt%,,,,,,,,,,,,Cylindrical,250,μm ,4,bar,,,25,,,,4,,,,,H202,mM,,,,,,,,,"The HA-Tyr bioink contained 0.1 U/mL of HRP, 0.02% EO, and 0.17 mM H202 for crosslinking prior to 3D printing",
10.3390/polym8050170,GeSiM,BioScaffolder,Alginate,16.7,wt%,,,,,,,,,,,,Cylindrical,840,μm ,480,kPa,,,25,,,,,,,,,CaCl2,1M,,,,,,,,,Post printing constructs were crosslinked with 1M CaCl2,
10.3390/polym8050170,GeSiM,BioScaffolder,Alginate,16.7,wt%,Gellan Gum,2,wt%,,,,,,,,,Cylindrical,840,μm ,520,kPa,,,25,,,,,,,,,CaCl2,1M,,,,,,,,,Post printing constructs were crosslinked with 1M CaCl2,
10.3390/polym8050170,GeSiM,BioScaffolder,Alginate,16.7,wt%,Gellan Gum,3,wt%,,,,,,,,,Cylindrical,840,μm ,530,kPa,,,25,,,,,,,,,CaCl2,1M,,,,,,,,,Post printing constructs were crosslinked with 1M CaCl2,
10.3390/ma9090756,regenHU,3D Printer,Pluronic F127,24.5,wt%,,,,,,,,,,,,Cylindrical,21,Gauge,100,kPa,,,25,,,,0.02,,,,,,,,,,,,,,,,
10.1002/term.2058,GeSiM,BioScaffolder 3.1,Alginate,3,wt%,Methylcellulose,9,wt%,,,,,,,,,Cylindrical,250,μm ,1,bar,0.8,bar,25,,,,20,,,,,CaCl2,100mM,,10,,,,,,,Post printing constructs were crosslinked with 0.1M CaCl2,
10.1002/term.2058,GeSiM,BioScaffolder 3.1,Alginate,3,wt%,,,,,,,,,,,,Cylindrical,200,μm ,1,bar,0.8,bar,25,,,,20,,,,,CaCl2,100mM,,10,,,,,,,Post printing constructs were crosslinked with 0.1M CaCl2,
10.1039/c9fd00019d,Other,Tronxy P802E 3D Printer,Poly(alkyl glycidyl ether) triblock copolymer,20,wt%,,,,,,,,,,,,Conical,410,μm ,20,psi,,,21,,,,5,,,,,,,,,Irgacure 2959,0.1 wt%,3,3.4,,,,
10.1007/s10544-018-0274-8,Janome,Janome 2300N,Gelatin,5,wt%,,,,,,,,,,,,Cylindrical,160,μm ,100,kPa,,,25,,,,10,,,,,,,,,,,,,,,Gelatin was crosslinked with 3 wt% microbial transglutaminase overnight at 37 C after printing,
10.3389/fbioe.2020.00484,RegenHU,3D Discovery,Gelatin Methacrylated,10,wt%,,,,,,,,,,Human Bone Marrow Mesenchymal Stem Cells,4,Conical,410,μm ,35,kPa,,,21,,,,5,,,,,,,,,LAP,0.8 wt%,60,,,,Physically crosslinked for 10 minutes at 4C followed by UV photopolymerization,
10.1021/acsami.9b19272,Other,Extrusion-based Printer,PEGDA,7.5,mM,Ferric Chloride,22.5 mM,,,,,,,,,,Cylindrical,600,μm ,300,kPa,,,25,,,,2,,,,,,,,,APS,0.03M,,,,,"Bioink also contained 1.5M acrylic acid, 0.1M NaCl",
10.1038/s41598-019-38972-2,Other,3D Printer,Alginate,3,wt%,PEGDA,10,wt%,,,,,,,,,Cylindrical,840,μm,,,,,25,,,,3,,,,,,,,,Irgacure 2959,0.05 wt%,600,39,,,UV irradiation was employed for the duration of printing and 10 minutes post printing.,
10.1016/j.actbio.2020.11.022,GeSiM,BioScaffolder 3.2,Hydroxypropyl Cellulose,5,wt%,Iron Powder,35,wt%,,,,,,,,,Conical,410,μm,200,kPa,,,25,,,,5,,,,,,,,,,,,,,,,
10.1089/ten.TEC.2018.0293,Regenovo,Extrusion Printer,PCL,100,wt%,,,,,,,,,,,,Conical,210,μm,450,kPa,,,25,,,,4,,,,,,,,,,,,,,,,The PCL bioink was in slurry form in DCM
10.1089/ten.TEC.2018.0293,Regenovo,Extrusion Printer,PCL,98,wt%,Lidocaine,2,wt%,,,,,,,,,Conical,410,μm,450,kPa,,,25,,,,4,,,,,,,,,,,,,,,,The PCL bioink was in slurry form in DCM
10.1089/ten.TEC.2018.0293,Regenovo,Extrusion Printer,PCL,96,wt%,Lidocaine,4,wt%,,,,,,,,,Conical,210,μm,450,kPa,,,25,,,,4,,,,,,,,,,,,,,,,The PCL bioink was in slurry form in DCM
10.1089/ten.TEC.2018.0293,Regenovo,Extrusion Printer,PCL,99,wt%,Silver Phosphate,1,wt%,,,,,,,,,Conical,410,μm,450,kPa,,,25,,,,4,,,,,,,,,,,,,,,,The PCL bioink was in slurry form in DCM
10.1089/ten.TEC.2018.0293,Regenovo,Extrusion Printer,PCL,97,wt%,Silver Phosphate,3,wt%,,,,,,,,,Conical,210,μm,450,kPa,,,25,,,,4,,,,,,,,,,,,,,,,The PCL bioink was in slurry form in DCM
10.1089/ten.TEC.2018.0293,Regenovo,Extrusion Printer,PCL,93,wt%,Lidocaine,4,wt%,Silver Phosphate,3,wt%,,,,,,Conical,410,μm,450,kPa,,,25,,,,4,,,,,,,,,,,,,,,,The PCL bioink was in slurry form in DCM
10.1088/1758-5090/ab7553,GeSiM,BioScaffolder 3.1,Alginate,30,mg/ml,Methylcellulose,30,mg/ml,Agarose,10,mg/ml,,,,Immortalized Human Mesenchymal Stem Cells,10,Conical,830,μm,300,kPa,,,25,,,,,,,,,,,,,,,,,,,,
10.1088/1758-5090/ab7553,GeSiM,BioScaffolder 3.1,Alginate,30,mg/ml,Methylcellulose,30,mg/ml,Agarose,10,mg/ml,,,,Immortalized Human Mesenchymal Stem Cells,10,Conical,250,μm,150,kPa,,,25,,,,,,,,,,,,,,,,,,,,
10.1088/1758-5090/ab10ae,Cellink,INKREDIBLE+,Carbopol,0.7,wt%,,,,,,,,,,,,Cylindrical,250,μm,80,kPa,40,kPa,23,,,,4,2,,,,,,,,,,,,,,,
10.1016/j.ijbiomac.2020.08.180,EnvisionTEC,Bioplotter,Chitosan,10,wt%,,,,,,,,,,,,Conical,250,,3.5,bar,,,25,,,,10,,,,,,,,,,,,,,,,
10.1016/j.msec.2019.04.026,Allevi,Allevi2 Bioprinter,PCL,100,wt%,,,,,,,,,,,,Cylindrical,159,μm,100,psi,80,psi,100,,,,1,,,,,,,,,,,,,50000,,PCL Mw = 50 kDa,
10.1016/j.msec.2019.04.026,Allevi,Allevi2 Bioprinter,PCL,99.9,wt%,Graphene Oxide,0.1,wt%,,,,,,,,,Cylindrical,159,μm,100,psi,80,psi,100,,,,1,,,,,,,,,,,,,50000,,PCL Mw = 50 kDa,
10.1016/j.msec.2019.04.026,Allevi,Allevi2 Bioprinter,PCL,99.5,wt%,Graphene Oxide,0.5,wt%,,,,,,,,,Cylindrical,159,μm,100,psi,80,psi,100,,,,1,,,,,,,,,,,,,50000,,PCL Mw = 50 kDa,
10.1088/1758-5090/ab98e4,GeSiM,BioScaffolder 2.1,Alginate Oxidized,3.75,wt%,Gelatin,7.5,wt%,,,,,,,,,Conical,330,μm,40,kPa,30,kPa,30,,,,10,,,,,CaCl2,.5M,,10,,,,,,,,
10.1088/1758-5090/ab98e4,GeSiM,BioScaffolder 2.1,Alginate Oxidized,3.75,wt%,Gelatin,7.5,wt%,,,,,,,,,Conical,250,μm,60,kPa,,,30,,,,10,,,,,CaCl2,.5M,,10,,,,,,,,
10.1016/j.actbio.2020.11.006,Allevi,Allevi 2,dECM Cardiac,4.6,wt%,Laponite,2.3,wt%,PEGDA,6,wt%,,,,,,Cylindrical,25,Gauge,9,psi,,,25,,,,,,,,,,,,,LAP,0.4 wt%,,,,,Constructs were crosslinked with UV light for 30s,
10.1016/j.actbio.2020.11.006,Allevi,Allevi 2,dECM Cardiac,4.6,wt%,Laponite,2.3,wt%,PEGDA,6,wt%,,,,,,Cylindrical,22,Gauge,8,psi,,,25,,,,,,,,,,,,,LAP,0.4 wt%,,,,,Constructs were crosslinked with UV light for 30s,
10.1021/acsami.9b11644,Allevi,Allevi 2,Gelatin,7,wt%,Silk Fibroin,1.5,wt%,,,,,,,Primary Porcine Chondrocytes,1,Cylindrical,250,μm,25,kPa,15,kPa,4,,,,8,6,,,,,,,,,,,,,,,
10.1038/s41598-020-78977-w,EnvisionTEC,3D Bioplotter,PCL,100,wt%,,,,,,,,,,,,Cylindrical,24,Gauge,600,kPa,,,100,,10,,1.4,,,,,,,,,,,,,50000,43000,PCL molecular weight 43-50 kDa,
10.1038/s41598-020-78977-w,EnvisionTEC,3D Bioplotter,PCL,99.5,wt%,Graphene Oxide,0.5,wt%,,,,,,,,,Cylindrical,24,Gauge,600,kPa,,,100,,10,,1.4,,,,,,,,,,,,,50000,43000,PCL molecular weight 43-50 kDa,
10.1038/s41598-020-78977-w,EnvisionTEC,3D Bioplotter,PCL,99,wt%,Graphene Oxide,1,wt%,,,,,,,,,Cylindrical,24,Gauge,600,kPa,,,100,,10,,1.4,,,,,,,,,,,,,50000,43000,PCL molecular weight 43-50 kDa,
10.1038/s41598-020-78977-w,EnvisionTEC,3D Bioplotter,PCL,97,wt%,Graphene Oxide,3,wt%,,,,,,,,,Cylindrical,24,Gauge,600,kPa,,,100,,10,,1.4,,,,,,,,,,,,,50000,43000,PCL molecular weight 43-50 kDa,
10.3390/ma13030512,RegenHu,3D Discovery,PCL,100,wt%,,,,,,,,,,,,Cylindrical,330,μm,6,bar,,,90,,,,20,,,,,,,,,,,,,50000,,PCL molecular weight 50 kDa,
10.3390/ma13030512,RegenHu,3D Discovery,PCL,99.9,wt%,Polyaniline,0.1,wt%,,,,,,,,,Cylindrical,330,μm,6,bar,,,90,,,,20,,,,,,,,,,,,,50000,,PCL molecular weight 50 kDa,
10.3390/ma13030512,RegenHu,3D Discovery,PCL,99,wt%,Polyaniline,1,wt%,,,,,,,,,Cylindrical,330,μm,6,bar,,,90,,,,20,,,,,,,,,,,,,50000,,PCL molecular weight 50 kDa,
10.3390/ma13030512,RegenHu,3D Discovery,PCL,98,wt%,Polyaniline,2,wt%,,,,,,,,,Cylindrical,330,μm,6,bar,,,90,,,,20,,,,,,,,,,,,,50000,,PCL molecular weight 50 kDa,
10.1016/j.colsurfb.2019.06.069,Other,Open Source 3D Printer,Gelatin,15,wt%,Alginate,2,wt%,,,,,,,Wharton's Jelly Derived Mesenchymal Stem Cells,1,Cylindrical,330,μm,200,kPa,,,30,,,4,7,,,,,,,,,,,,,,,,
10.1016/j.colsurfb.2019.06.069,Other,Open Source 3D Printer,Gelatin,15,wt%,Alginate,2,wt%,,,,,,,Human Amniotic Epithelial Cells,1,Cylindrical,330,μm,200,kPa,,,30,,,4,7,,,,,,,,,,,,,,,,
10.1088/2057-1976/ab8fc6,CELLINK,INKREDIBLE,Cellulose Nanofibers,5.34,wt%,Alginate,2.67,wt%,,,,,,,,,,300,μm ,120,kPa,,,25,,,,10,,,,,CaCl2,1 wt%,,20,,,,,,,Scaffolds were cross-linked by 1 wt% CaCl2 solution for 20 min ,
10.1088/2057-1976/ab8fc6,CELLINK,INKREDIBLE,Cellulose Nanofibers,7.4,wt%,Alginate,0.74,wt%,,,,,,,,,,300,μm ,80,kPa,,,25,,,,10,,,,,CaCl2,1 wt%,,20,,,,,,,Scaffolds were cross-linked by 1 wt% CaCl2 solution for 20 min ,
10.1088/2057-1976/ab8fc6,CELLINK,INKREDIBLE,Cellulose Nanocrystals,10,wt%,Alginate,5,wt%,,,,,,,,,,300,μm ,140,kPa,,,25,,,,10,,,,,CaCl2,1 wt%,,20,,,,,,,Scaffolds were cross-linked by 1 wt% CaCl2 solution for 20 min ,
10.1088/2057-1976/ab8fc6,CELLINK,INKREDIBLE,Cellulose Nanocrystals,16.67,wt%,Alginate,1.667,wt%,,,,,,,,,,300,μm ,80,kPa,,,25,,,,10,,,,,CaCl2,1 wt%,,20,,,,,,,Scaffolds were cross-linked by 1 wt% CaCl2 solution for 20 min ,
10.1038/s41598-020-64049-6,Other,3D Printer,PCL,100,wt%,,,,,,,,,,,,Cylindrical,100,μm,610,kPa,590,kPa,85,,35,18,4,,,,,,,,,,,,,73000,,"PCL molecular weight is 73,000",
10.1038/s41598-020-64049-6,Other,3D Printer,dECM Esophageal,1.5,wt%,,,,,,,,,,Human Esophageal Epithelial Cells,3.5,Cylindrical,26,Gauge,40,kPa,20,kPa,4,,,18,,,,,,,,,,,,,,,,Hydrogels crosslinked by gelation at 37C ,
10.1038/s41598-020-64049-6,Other,3D Printer,dECM Esophageal,2,wt%,,,,,,,,,,Human Esophageal Epithelial Cells,3.5,Cylindrical,26,Gauge,40,kPa,20,kPa,4,,,18,,,,,,,,,,,,,,,,Hydrogels crosslinked by gelation at 37C ,
10.1038/s41598-020-64049-6,Other,3D Printer,dECM Esophageal,1.5,wt%,,,,,,,,,,Human Esophageal Smooth Muscle Cells,3.5,Cylindrical,26,Gauge,40,kPa,20,kPa,4,,,18,,,,,,,,,,,,,,,,Hydrogels crosslinked by gelation at 37C ,
10.1038/s41598-020-64049-6,Other,3D Printer,dECM Esophageal,2,wt%,,,,,,,,,,Human Esophageal Smooth Muscle Cells,3.5,Cylindrical,26,Gauge,40,kPa,20,kPa,4,,,18,,,,,,,,,,,,,,,,Hydrogels crosslinked by gelation at 37C ,
10.1021/acsami.0c07212,Other,Coaxial Printer,Gelatin Methacrylated,13,wt%,,,,,,,,,,Bone Marrow Stromal Stem Cells,5,Cylindrical,800,μm,225,kPa,,,25,,16,,5,,,,,,,,,Irgacure 2959,0.2 wt%,20,25,,,"A coaxial extrusion system was implemented in which GelMA was the shell and peptide-functionalized, succinylated chistoan/dextran aldehyde was the core",
10.3390/ma13020354,Allevi,Allevi 1,Alginate,4,wt%,Hyaluronic Acid Oxidized,0.4,wt%,,,,,,,,,Cylindrical,210,μm,25,psi,,,23,21,,,8,,,,,,,,,,,,,,,FRESH printing method was implemented except the bath was frozen after printing,
10.1088/1758-5090/8/1/015016,RegenHu,3D Discovery,PCL,100,wt%,,,,,,,,,,,,,,,2,bar,,,77,,,27,16,,,,,,,,,,,,,50000,43000,"PCL molecular weight is 43,000 - 50,000",
10.1016/j.tiv.2019.104606,Cellink,INKREDIBLE+,Gelatin Methacrylated,7.5,wt%,,,,,,,,,,Bovine Colon Organoids,,Cylindrical,22,Gauge,20,kPa,,,,,,,10,,,,,,,,,LAP,0.5 wt%,12,15.1,,,,
10.3390/ijms19103129,Cellink,INKREDIBLE+,Alginate,2,wt%,Gelatin,3,wt%,dECM Human Lung,1,mg/ml,,,,Cell Line HepaRG,7,Conical,22,Gauge,20,kPa,10,kPa,25,,,,,,,,,CaCl2,0.1M,,,,,,,,,,
10.3390/ijms19103129,Cellink,INKREDIBLE+,Alginate,2,wt%,Gelatin,3,wt%,dECM Human Lung,0.5,mg/ml,,,,Cell Line HepaRG,7,Conical,22,Gauge,20,kPa,10,kPa,25,,,,,,,,,CaCl2,0.1M,,,,,,,,,,
10.1021/acsami.0c05096,Cellink,INKREDIBLE+,Gelatin Carbohydrazide,6,wt%,,,,,,,,,,Human Umbilical Vein Endothelial Cells,1,Cylindrical,,,15,kPa,12,kPa,37,,,,10,5,,,,,,,,,,,,,,The bioink was directly extruded into a slurry bath consisting of oxidized alginate and gelatin microparticles,
10.1021/acsami.0c05096,Cellink,INKREDIBLE+,Gelatin Carbohydrazide,6,wt%,,,,,,,,,,Human Mesenchymal Stem Cells,10,Cylindrical,,,15,kPa,12,kPa,37,,,,10,5,,,,,,,,,,,,,,The bioink was directly extruded into a slurry bath consisting of Oxidized alginate and gelatin microparticles,
10.3390/jfb9040057,RegenHu,3D Discovery,Calcium Phosphate,4.27,wt%,Kappa Carrageenan,2.8,wt%,,,,,,,,,Cylindrical,23,Gauge,2,bar,0.5,bar,,,,,7,,,,,,,,,,,,,,,,
10.1021/acsami.0c18608,Other,Custom Bioprinter,Alginate Methacrylated,5,wt%,,,,,,,,,,,,Cylindrical,330,μm,0.4,bar,,,25,,,,5,,,,,,,,,Irgacure 2959,0.1 wt%,600,,,,,
10.1088/1758-5090/aac70b,Other,Bioprinter,Collagen,3,mg/ml,,,,,,,,,,HEPG2 Liver Cells,20,Conical,610,μm,15,kPa,,,4,,,,13.75,,,,,,,,,,,,,,,,
10.1088/1748-605X/ab38c6,GeSiM,BioScaffolder 3.1,PCL,100,wt%,,,,,,,,,,,,Cylindrical,,,660,kPa,,,105,,,,2,,,,,,,,,,,,,43000,,"PCL had  amolecular weight of 43,000 g/mol",
10.1007/s10856-018-6211-9,GeSiM,BioScaffolder 3.1,Alginate,3,wt%,Methylcellulose,9,wt%,,,,,,,Primary Bovine Chondrocytes,5,Conical,610,μm,80,kPa,70,kPa,,,,,10,,,,,,,,,,,,,,,"γ-irradiated bioink experienced lower viscosity, resulting in change in printing parameters",
10.1007/s10856-018-6211-9,GeSiM,BioScaffolder 3.1,Alginate,3,wt%,Methylcellulose,9,wt%,,,,,,,Primary Bovine Chondrocytes,5,Conical,450,μm,65,kPa,,,,,,,10,,,,,,,,,,,,,,,"γ-irradiated bioink experienced lower viscosity, resulting in change in printing parameters",
10.1021/acsami.8b13166,Cellink,INKREDIBLE+,Alginate,3,wt%,Gellan Gum,3.5,wt%,,,,,,,,,Conical,410,μm,40,kPa,35,kPa,25,,,,20,10,,,,,,,,,,,,,,,
10.1021/acsami.8b13166,Cellink,INKREDIBLE+,Alginate,3,wt%,Gellan Gum,3.5,wt%,Aminated Silicate Nanoparticles,6,wt%,,,,,,Conical,410,μm,50,kPa,40,kPa,25,,,,20,10,,,,,,,,,,,,,,,
10.1088/1758-5090/8/3/035012,BioBots,BioBots Beta Extrusion Printer,Gelatin Methacrylated,10,wt%,,,,,,,,,,NIH 3T3 Fibroblasts,0.5,Cylindrical,200,μm,100,psi,,,25,,,,8,,,,,,,,,LAP,0.25,600,,,,Bioink was allowed to cool at 25C to physically crosslink before printing,
10.1088/1758-5090/8/3/035012,BioBots,BioBots Beta Extrusion Printer,Gelatin Methacrylated,15,wt%,,,,,,,,,,,,Cylindrical,200,μm,110,psi,100,psi,25,,,,8,,,,,,,,,LAP,0.25,600,,,,Bioink was allowed to cool at 25C to physically crosslink before printing,
10.1088/1758-5090/8/3/035012,BioBots,BioBots Beta Extrusion Printer,Gelatin Methacrylated,20,wt%,,,,,,,,,,,,Cylindrical,200,μm,130,psi,,,25,,,,8,,,,,,,,,LAP,0.25,600,,,,Bioink was allowed to cool at 25C to physically crosslink before printing,
10.1080/03008207.2019.1624733,EnvisionTEC,3D Bioplotter,PCL,100,wt%,,,,,,,,,,,,,200,μm,600,kPa,,,120,,,,0.4,,,,,,,,,,,,,43000,,PCL Mw = 43kDa,
10.1021/acsnano.5b01179,EnvisionTEC,3D Bioplotter,Graphene,75,wt%,PLG,25,wt%,,,,,,,,,Conical,100,μm,5,bar,,,25,,,,45,10,,,,,,,,,,,,,,PLG stands for polylactide-co-glycolide,
10.1021/acsnano.5b01179,EnvisionTEC,3D Bioplotter,Graphene,75,wt%,PLG,25,wt%,,,,,,,,,Conical,1000,μm,0.5,bar,,,25,,,,45,10,,,,,,,,,,,,,,PLG stands for polylactide-co-glycolide,
10.1021/acsbiomaterials.8b00964,EnvisionTEC,3D Bioplotter,SC 5050 Polyester,100,wt%,,,,,,,,,,,,Conical,410,μm,2.7,bar,,,30,,,,0.5,,,,,,,,,,,,,,,SC5050 is a polyester comprised of equimolar ratios of soybean oil and coumarin.,
10.1021/acsbiomaterials.8b00964,EnvisionTEC,3D Bioplotter,SC 5050 Polyester,98,wt%,Dexamethosone,2,wt%,,,,,,,,,Conical,410,μm,4.3,bar,,,48,,,,0.5,,,,,,,,,,,,,,,SC5050 is a polyester comprised of equimolar ratios of soybean oil and coumarin.,
10.1021/acsbiomaterials.8b00964,EnvisionTEC,3D Bioplotter,SC 5050 Polyester,94,wt%,Dexamethosone,6,wt%,,,,,,,,,Conical,410,μm,4.7,bar,,,52,,,,0.5,,,,,,,,,,,,,,,SC5050 is a polyester comprised of equimolar ratios of soybean oil and coumarin.,
10.1039/d0bm01784a,EnvisionTEC,3D Bioplotter,Gelatin Methacrylated,6,wt%,Gelatin,3.6,wt%,,,,,,,Human Dermal Fibroblasts,1,Cylindrical,27,Gauge,3.5,bar,,,27,,,,8,,,,,,,,,LAP,.03wt%,60,13.2,,,,
10.1039/d0bm01784a,EnvisionTEC,3D Bioplotter,Ulvan Methacrylated,2,wt%,Gelatin Methacrylated,4,wt%,Gelatin,3.6,wt%,,,,Human Dermal Fibroblasts,1,Cylindrical,27,Gauge,3.5,bar,,,25,,,,8,,,,,,,,,LAP,.03wt%,60,13.2,,,Ulvan is a sulfated algal polysaccharide,
10.1039/d0bm01784a,EnvisionTEC,3D Bioplotter,Ulvan Methacrylated,4,wt%,Gelatin Methacrylated,2,wt%,Gelatin,3.6,wt%,,,,Human Dermal Fibroblasts,1,Cylindrical,27,Gauge,3.5,bar,,,25,,,,8,,,,,,,,,LAP,.03wt%,60,13.2,,,Ulvan is a sulfated algal polysaccharide,
10.1039/d0bm01784a,EnvisionTEC,3D Bioplotter,Ulvan Methacrylated,6,wt%,Gelatin,3.6,wt%,,,,,,,Human Dermal Fibroblasts,1,Cylindrical,27,Gauge,3,bar,,,22,,,,8,,,,,,,,,LAP,.03wt%,60,13.2,,,Ulvan is a sulfated algal polysaccharide,
10.1089/ten.TEC.2012.0383,EnvisionTEC,3D Bioplotter,Soy Protein,20,wt%,Glycerol,4,wt%,,,,,,,,,,200,μm,2,bar,0.8,bar,27,,,,35,,0.1,,,,,,,,,,,,,,
10.1016/j.reth.2021.01.001,Regenovo,3D Bio-Architect,PCL,40,wt%,Beta Tricalcium Phosphate,2.5,wt%,,,,,,,,,Cylindrical,,,150,kPa,100,kPa,25,,-5,,8,5,,,,,,,,,,,,,,"The bioink was prepared in 1, 4-dioxane to achieve desired extrudability",
10.1016/j.reth.2021.01.001,Regenovo,3D Bio-Architect,PCL,40,wt%,Beta Tricalcium Phosphate,2.5,wt%,Icariin,0.16,wt%,,,,,,Cylindrical,,,150,kPa,100,kPa,25,,-5,,8,5,,,,,,,,,,,,,,"The bioink was prepared in 1, 4-dioxane to achieve desired extrudability",
10.1016/j.reth.2021.01.001,Regenovo,3D Bio-Architect,PCL,40,wt%,Beta Tricalcium Phosphate,2.5,wt%,Icariin,0.32,wt%,,,,,,Cylindrical,,,150,kPa,100,kPa,25,,-5,,8,5,,,,,,,,,,,,,,"The bioink was prepared in 1, 4-dioxane to achieve desired extrudability",
10.1016/j.reth.2021.01.001,Regenovo,3D Bio-Architect,PCL,40,wt%,Beta Tricalcium Phosphate,2.5,wt%,Icariin,0.64,wt%,,,,,,Cylindrical,,,150,kPa,100,kPa,25,,-5,,8,5,,,,,,,,,,,,,,"The bioink was prepared in 1, 4-dioxane to achieve desired extrudability",
